,Application mode,Application order,Course,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
3479,1,1,9254,135.0,38,37,9,7,139.2,0,0,1,1,1,19,6,6,13.0,6,6,13.166666666666666,12.4,0.5,1.79,0
3486,1,2,9500,149.0,19,1,9,9,137.8,1,0,1,1,0,18,8,7,13.0,8,7,13.0,12.7,3.7,-1.7,0
3489,1,1,9238,106.0,1,1,3,3,105.0,0,0,1,1,0,20,9,5,11.0,9,5,12.166666666666666,11.1,0.6,2.02,0
3494,17,2,9670,128.0,37,38,5,8,121.7,0,0,1,1,1,20,5,5,12.4,5,4,10.75,9.4,-0.8,-3.12,0
3495,1,1,9003,124.0,38,19,9,7,116.0,0,0,1,1,0,19,8,6,15.5,10,6,14.1,16.2,0.3,-0.92,0
3498,1,2,9773,140.0,38,38,5,7,126.4,1,0,1,1,1,18,8,6,12.666666666666666,6,6,13.5,12.7,3.7,-1.7,0
3500,1,1,9147,122.0,1,19,9,9,120.3,1,0,1,1,1,19,8,5,12.6,9,5,13.6,8.9,1.4,3.51,1
3502,15,1,9670,160.0,37,12,9,9,149.5,1,0,0,1,0,19,6,6,13.0,8,6,13.0,13.9,-0.3,0.79,0
3504,1,1,9670,141.0,1,1,5,9,126.3,0,0,1,1,1,18,8,6,12.166666666666666,7,5,13.0,13.9,-0.3,0.79,0
3507,1,1,9670,131.0,1,1,4,9,122.3,0,0,1,1,0,19,6,5,11.5,5,5,11.6,9.4,-0.8,-3.12,0
3510,17,6,9500,140.0,1,1,4,3,130.7,1,0,1,1,1,18,7,7,12.718571428571428,11,8,12.805555555555555,11.1,0.6,2.02,1
3522,1,1,9670,146.0,1,1,9,8,149.5,1,0,1,1,1,17,8,6,14.875,8,6,13.428571428571429,11.1,0.6,2.02,0
3525,44,1,9003,140.0,19,38,6,7,140.0,1,0,1,1,0,19,8,6,12.714285714285714,9,6,13.5,12.4,0.5,1.79,0
3528,18,3,9119,111.0,1,19,9,8,111.0,1,0,1,1,0,18,10,4,11.6,9,3,14.2,12.4,0.5,1.79,1
3530,1,3,9670,106.0,3,1,2,3,105.7,1,0,1,1,0,19,6,6,13.333333333333334,9,5,13.8,8.9,1.4,3.51,0
3532,1,1,9147,151.0,1,38,4,7,137.0,1,0,1,1,0,18,5,5,13.4,5,5,15.0,8.9,1.4,3.51,0
3541,17,1,9670,132.0,38,37,9,9,122.9,0,0,0,1,0,20,6,6,11.5,9,2,13.0,10.8,1.4,1.74,1
3545,17,3,9500,156.0,19,37,4,9,132.3,1,0,1,1,1,18,7,6,13.266666666666666,7,6,13.266666666666666,7.6,2.6,0.32,0
3546,17,4,9500,143.0,19,38,9,6,131.5,1,0,1,1,1,18,8,7,12.5125,8,8,14.1875,13.9,-0.3,0.79,0
3549,1,1,9500,127.0,2,19,3,9,121.5,0,0,1,1,0,23,7,6,13.483333333333334,7,6,13.483333333333334,7.6,2.6,0.32,0
3553,44,1,9119,150.0,19,37,9,9,150.0,1,1,1,1,0,20,6,5,16.5,7,5,17.714285714285715,12.4,0.5,1.79,1
3561,17,5,9773,146.0,1,37,5,5,146.7,1,0,1,1,0,19,7,6,13.833333333333334,8,6,13.625,7.6,2.6,0.32,0
3567,1,6,9119,126.0,19,19,7,3,116.6,1,0,1,1,1,20,6,5,14.0,7,5,13.8,8.9,1.4,3.51,0
3570,17,2,9070,121.0,1,19,144,144,111.9,1,0,1,1,0,19,9,5,12.0,10,4,11.2,8.9,1.4,3.51,0
3571,17,1,9119,148.0,1,38,4,5,148.7,0,0,1,1,0,18,6,5,16.2,8,5,16.0,8.9,1.4,3.51,0
3574,1,1,9254,132.0,1,38,9,9,120.1,1,0,1,1,1,20,7,6,13.571428571428571,8,6,13.166666666666666,8.9,1.4,3.51,0
3575,1,1,9130,140.0,4,3,3,3,127.8,0,0,1,1,0,18,7,6,14.285714285714286,9,6,14.857142857142858,11.1,0.6,2.02,0
3576,17,3,9147,112.0,1,1,3,3,106.4,1,0,1,1,0,19,7,5,10.2,6,4,10.5,12.4,0.5,1.79,0
3579,1,1,9670,150.0,3,37,4,7,139.5,0,0,1,1,1,20,7,6,14.833333333333334,6,6,14.833333333333334,12.7,3.7,-1.7,0
3588,18,1,9773,124.0,38,37,9,8,126.8,0,0,1,1,1,21,8,5,13.833333333333334,6,4,14.0,13.9,-0.3,0.79,0
3593,1,3,9773,127.0,19,38,8,3,133.7,1,1,1,1,0,18,6,6,13.0,7,5,11.8,12.7,3.7,-1.7,1
3597,16,2,9238,133.0,19,38,4,5,133.7,1,0,1,0,0,18,6,6,13.5,6,6,12.166666666666666,10.8,1.4,1.74,0
3598,16,4,9773,109.0,37,37,9,3,137.0,1,0,1,0,1,18,7,6,12.666666666666666,8,5,12.8,10.8,1.4,1.74,0
3601,17,3,9773,134.0,2,1,3,3,129.5,1,0,1,1,0,18,7,6,13.166666666666666,7,6,12.666666666666666,16.2,0.3,-0.92,0
3602,1,4,9773,125.0,19,19,9,7,129.6,1,0,1,1,0,18,6,6,12.833333333333334,8,6,12.833333333333334,12.4,0.5,1.79,0
3604,17,2,9773,132.0,19,1,9,9,141.8,1,0,1,1,0,20,6,6,11.833333333333334,6,6,12.166666666666666,12.7,3.7,-1.7,0
3605,1,3,9773,135.0,3,1,2,4,129.8,1,0,1,1,0,20,6,5,12.8,11,3,12.75,15.5,2.8,-4.06,0
3608,17,1,9119,125.0,19,1,5,4,121.5,1,0,1,1,0,20,7,5,15.8,7,5,14.571428571428571,11.1,0.6,2.02,1
3611,17,1,9670,117.0,1,1,4,4,117.7,1,0,1,1,0,20,9,6,14.666666666666666,7,6,13.857142857142858,8.9,1.4,3.51,0
3617,1,1,9238,133.0,19,38,9,7,131.3,1,1,1,0,0,18,7,5,13.6,7,5,11.8,8.9,1.4,3.51,1
3618,17,5,9773,143.0,1,1,7,7,136.7,1,0,1,0,0,18,6,6,12.5,6,6,13.833333333333334,8.9,1.4,3.51,0
3619,17,1,9238,143.0,19,37,9,9,126.2,1,0,1,0,1,21,7,6,13.333333333333334,7,6,13.5,12.4,0.5,1.79,0
3621,1,1,9500,141.0,1,19,3,3,131.9,1,0,1,0,1,18,7,7,15.101428571428572,8,8,16.09375,11.1,0.6,2.02,0
3622,1,2,9238,140.0,19,37,9,9,140.7,1,0,1,0,1,18,6,6,13.166666666666666,6,6,16.0,10.8,1.4,1.74,0
3629,1,1,9670,123.0,19,19,9,8,125.5,0,0,0,0,1,19,6,6,13.833333333333334,7,6,14.285714285714286,8.9,1.4,3.51,0
3630,1,3,9500,108.0,19,1,9,3,107.8,1,0,1,0,1,20,10,6,12.357142857142858,9,7,13.0,13.9,-0.3,0.79,0
3631,1,3,9773,117.0,38,19,7,7,110.4,1,1,0,0,0,19,7,6,12.166666666666666,10,2,10.333333333333334,16.2,0.3,-0.92,1
3634,1,2,9085,157.0,3,38,4,6,142.3,0,0,1,0,0,18,7,4,12.75,6,4,12.75,7.6,2.6,0.32,0
3636,1,1,9773,125.0,3,19,2,3,125.7,1,0,1,0,0,19,6,6,13.0,7,6,11.666666666666666,8.9,1.4,3.51,0
3638,1,4,9500,143.0,38,38,5,5,128.7,1,0,1,0,0,18,10,7,14.455000000000002,8,8,13.91,15.5,2.8,-4.06,0
3639,1,1,9670,142.0,1,19,4,4,128.0,0,0,1,0,1,18,8,6,14.0,7,6,13.285714285714286,11.1,0.6,2.02,0
3640,1,3,9773,150.0,19,38,4,4,146.5,1,0,1,0,1,20,6,6,13.5,7,6,12.666666666666666,11.1,0.6,2.02,0
3642,17,2,8014,133.1,19,1,1,1,118.0,0,0,1,0,1,20,6,6,11.666666666666666,12,5,14.0,10.8,1.4,1.74,0
3644,1,3,9238,121.0,38,37,8,8,115.4,1,0,1,0,1,19,7,6,11.714285714285714,6,6,11.833333333333334,13.9,-0.3,0.79,0
3645,17,3,9238,133.1,41,1,2,3,117.0,1,0,1,0,0,21,8,6,12.666666666666666,7,6,12.428571428571429,11.1,0.6,2.02,0
3648,1,4,9500,132.0,19,38,5,5,118.0,1,0,1,0,0,18,8,7,12.328571428571427,8,7,12.328571428571427,12.7,3.7,-1.7,0
3652,17,1,9556,133.0,38,37,9,9,124.4,1,0,1,0,1,18,7,7,13.3,8,8,15.125,15.5,2.8,-4.06,0
3654,1,1,9773,135.0,1,19,4,10,129.4,1,0,1,0,0,18,6,6,12.833333333333334,7,6,12.166666666666666,11.1,0.6,2.02,0
3657,1,5,9500,122.0,37,3,9,2,116.8,1,0,1,0,0,20,8,6,13.271428571428572,8,7,14.471428571428572,13.9,-0.3,0.79,0
3658,1,1,9991,143.0,19,37,5,8,135.0,0,0,1,0,1,20,5,5,12.4,6,5,12.833333333333334,10.8,1.4,1.74,0
3663,17,1,9500,142.0,38,37,9,8,130.8,1,0,1,0,1,19,10,6,12.583333333333334,8,7,12.671428571428573,13.9,-0.3,0.79,0
3664,1,6,9500,126.0,12,37,5,9,121.8,1,0,1,0,0,19,8,6,13.731666666666667,10,7,13.771428571428572,12.4,0.5,1.79,1
3668,1,1,9238,133.0,19,19,9,9,119.7,1,1,1,0,1,19,8,6,12.666666666666666,7,6,12.666666666666666,8.9,1.4,3.51,0
3669,42,1,9500,122.0,3,3,2,2,122.0,1,0,1,0,0,20,11,6,12.491666666666667,11,6,12.491666666666667,12.7,3.7,-1.7,0
3674,1,1,9070,144.0,1,1,3,5,127.2,1,0,1,0,1,20,6,6,12.666666666666666,8,6,13.0,10.8,1.4,1.74,0
3675,17,1,9070,118.0,38,19,9,3,111.0,1,0,1,0,0,21,6,6,12.5,6,6,12.666666666666666,7.6,2.6,0.32,0
3678,17,1,9670,133.1,1,19,141,114,140.0,1,0,1,0,0,22,6,6,15.166666666666666,6,6,16.0,13.9,-0.3,0.79,0
3679,5,2,9853,124.0,19,19,3,3,113.9,1,0,1,0,1,19,8,6,12.666666666666666,7,6,12.0,12.7,3.7,-1.7,0
3693,17,5,9119,131.0,19,37,9,7,123.3,1,0,1,1,1,19,9,5,12.6,8,2,12.5,8.9,1.4,3.51,1
3696,43,1,9254,112.0,37,37,9,9,108.5,0,0,1,1,0,21,6,6,12.666666666666666,7,5,11.4,9.4,-0.8,-3.12,0
3704,18,2,9670,121.0,37,38,4,1,111.9,1,0,1,1,0,19,6,6,14.166666666666666,6,6,14.0,13.9,-0.3,0.79,0
3708,17,4,9070,128.0,1,1,9,10,136.1,1,1,0,1,0,19,6,6,12.666666666666666,8,5,11.8,11.1,0.6,2.02,1
3710,17,4,9085,137.0,38,38,151,151,141.6,0,0,1,1,0,21,7,4,12.25,7,5,12.0,7.6,2.6,0.32,0
3724,1,2,9670,122.0,1,1,9,9,116.1,1,0,1,1,1,18,6,4,12.25,5,5,12.2,9.4,-0.8,-3.12,1
3727,17,6,9670,125.0,38,1,9,7,125.0,1,0,1,1,0,20,8,4,14.25,10,5,14.0,10.8,1.4,1.74,0
3730,43,1,9500,132.0,1,38,7,7,129.6,0,0,1,1,0,23,10,6,12.733333333333334,10,7,11.95,16.2,0.3,-0.92,0
3735,1,2,9500,144.0,38,37,9,9,128.8,1,0,1,1,0,19,7,6,13.2,7,6,13.2,7.6,2.6,0.32,0
3738,17,4,9119,133.0,3,1,9,3,123.2,1,0,1,1,0,18,5,5,13.6,6,5,14.6,8.9,1.4,3.51,0
3742,17,1,9670,118.0,19,38,7,9,113.5,1,0,1,0,1,19,9,5,13.5,6,6,14.0,12.4,0.5,1.79,0
3749,1,4,9070,139.0,3,19,1,5,138.3,1,0,1,0,0,19,6,6,14.666666666666666,6,6,13.166666666666666,9.4,-0.8,-3.12,0
3750,17,2,9500,130.0,38,38,7,7,122.5,1,0,1,0,0,19,8,7,13.937142857142858,8,7,13.937142857142858,10.8,1.4,1.74,0
3752,1,2,9773,130.0,1,1,9,4,126.2,1,0,1,0,0,18,6,6,11.666666666666666,6,5,12.2,12.7,3.7,-1.7,0
3753,43,4,9500,134.0,37,37,9,9,129.8,1,0,1,0,0,20,7,6,14.85,7,6,14.85,7.6,2.6,0.32,0
3755,18,4,9500,137.0,3,1,3,4,126.7,1,0,1,0,0,18,8,7,13.6875,9,8,15.622222222222222,13.9,-0.3,0.79,1
3757,1,2,9500,137.0,1,3,4,3,124.6,0,0,1,0,0,18,10,7,13.398,8,8,13.5425,15.5,2.8,-4.06,0
3762,1,1,9085,133.1,19,38,5,7,110.0,1,0,1,0,1,21,8,6,13.285714285714286,11,6,13.0,11.1,0.6,2.02,0
3763,1,1,9238,134.0,1,19,4,9,129.8,0,0,1,0,1,20,6,6,11.666666666666666,8,6,11.166666666666666,15.5,2.8,-4.06,0
3765,1,1,9500,141.0,37,38,6,6,125.6,1,0,1,0,1,22,9,6,13.081666666666669,12,6,13.15,11.1,0.6,2.02,0
3766,18,3,9070,138.0,38,37,9,7,125.1,1,0,1,0,1,19,6,6,12.666666666666666,6,6,13.0,15.5,2.8,-4.06,0
3769,1,3,9773,131.0,1,1,4,4,127.2,1,0,1,0,1,18,6,6,13.166666666666666,7,5,13.2,12.4,0.5,1.79,1
3771,44,1,9003,140.0,1,1,4,3,140.0,1,0,1,0,0,20,10,5,11.666666666666666,7,5,12.6,12.4,0.5,1.79,0
3772,1,4,9238,127.0,1,38,9,7,120.4,1,0,1,0,1,19,6,6,13.5,7,6,13.428571428571429,11.1,0.6,2.02,0
3774,1,1,9238,117.0,1,19,4,7,113.5,1,0,1,0,1,18,6,6,13.166666666666666,7,6,14.142857142857142,11.1,0.6,2.02,0
3777,1,1,9070,128.0,19,2,7,3,126.3,1,0,1,0,0,19,6,6,13.166666666666666,6,6,12.666666666666666,15.5,2.8,-4.06,0
3780,18,1,9500,135.0,3,3,1,1,125.8,1,0,1,0,0,18,8,7,13.154285714285717,8,7,13.154285714285717,10.8,1.4,1.74,0
3781,1,3,9070,139.0,1,38,4,7,142.2,1,0,1,0,1,19,6,6,12.833333333333334,6,6,12.833333333333334,9.4,-0.8,-3.12,0
3782,17,2,9853,125.0,1,19,5,5,119.4,1,0,1,0,0,18,10,7,12.142857142857142,7,7,13.142857142857142,12.4,0.5,1.79,0
3790,1,2,9500,134.0,19,19,4,7,131.0,1,0,1,1,0,18,9,7,14.594444444444443,10,8,13.472,15.5,2.8,-4.06,0
3795,1,3,9119,113.0,4,38,2,7,107.4,1,0,1,1,0,18,8,5,14.0,6,5,13.2,8.9,1.4,3.51,0
3796,1,1,9254,126.0,1,19,4,4,116.9,0,0,1,1,0,18,8,6,13.571428571428571,7,5,11.8,8.9,1.4,3.51,0
3798,1,1,9670,141.0,19,38,9,9,130.5,0,0,1,1,0,19,8,6,14.25,7,6,13.857142857142858,11.1,0.6,2.02,0
3801,18,1,9500,144.0,37,37,6,6,127.5,1,0,1,0,1,19,8,7,13.542857142857144,8,7,13.542857142857144,12.7,3.7,-1.7,0
3806,1,3,9070,147.0,34,37,5,7,135.8,1,0,1,0,0,20,6,6,13.666666666666666,6,6,13.333333333333334,9.4,-0.8,-3.12,0
3816,1,1,9238,117.0,19,19,9,9,111.8,1,0,1,1,0,19,9,4,11.5,12,3,11.0,8.9,1.4,3.51,1
3822,17,6,9773,141.0,37,37,5,5,127.7,1,0,1,1,0,18,6,6,15.166666666666666,6,6,14.833333333333334,9.4,-0.8,-3.12,0
3827,44,1,9003,140.0,37,37,9,6,140.0,1,0,1,1,1,20,10,5,12.6,6,5,13.2,12.4,0.5,1.79,0
3829,1,1,9085,148.0,38,38,4,9,131.6,0,0,1,1,1,18,8,6,15.5,9,4,15.5,11.1,0.6,2.02,1
3830,1,3,9500,143.0,1,1,4,4,129.0,1,0,1,1,0,18,8,7,12.365714285714288,8,7,12.365714285714288,10.8,1.4,1.74,0
3834,1,1,9773,128.0,1,19,4,4,124.5,0,0,1,1,1,19,10,4,14.0,9,6,12.333333333333334,9.4,-0.8,-3.12,0
3849,1,3,9773,121.0,19,38,9,7,113.0,1,0,1,1,0,19,6,6,13.833333333333334,6,6,13.666666666666666,11.1,0.6,2.02,0
3862,1,1,9773,140.0,19,38,9,9,132.0,0,0,1,1,1,18,6,5,12.0,6,6,12.833333333333334,12.7,3.7,-1.7,0
3863,1,2,9238,124.0,38,19,9,7,129.6,1,0,1,1,0,19,10,6,11.125,7,6,11.857142857142858,7.6,2.6,0.32,0
3867,17,1,9500,152.0,19,19,4,9,132.5,0,0,1,1,0,21,8,7,14.54,8,7,14.54,10.8,1.4,1.74,0
3870,17,1,9670,133.1,1,37,4,5,150.0,0,0,1,1,0,21,8,6,14.75,9,5,14.333333333333334,11.1,0.6,2.02,0
3871,1,1,9147,124.0,38,38,9,9,115.6,0,0,1,1,1,20,8,5,12.375,7,5,11.666666666666666,13.9,-0.3,0.79,0
3872,43,2,9500,119.1,1,19,4,10,119.1,0,0,1,1,0,22,7,6,12.733333333333334,7,6,12.733333333333334,7.6,2.6,0.32,0
3876,17,1,9500,145.0,1,1,4,10,131.4,0,0,1,0,0,19,7,7,13.44285714285714,8,7,13.771428571428572,13.9,-0.3,0.79,1
3878,43,4,9500,118.9,38,37,5,9,118.9,1,0,1,0,1,19,7,6,13.55,7,6,13.55,7.6,2.6,0.32,0
3880,17,5,9773,111.0,19,12,7,3,115.9,1,0,1,0,0,22,7,6,13.571428571428571,7,6,15.285714285714286,13.9,-0.3,0.79,0
3881,1,2,9254,111.0,1,19,5,7,109.3,1,0,1,0,1,20,6,6,13.833333333333334,6,6,15.0,11.1,0.6,2.02,0
3882,1,1,9670,123.0,37,38,9,9,113.9,1,1,0,0,0,18,7,4,11.25,9,4,10.857142857142858,10.8,1.4,1.74,1
3883,1,1,9238,133.0,37,37,9,9,121.8,1,0,1,0,1,18,7,5,10.2,9,4,11.25,12.4,0.5,1.79,0
3885,18,1,9238,122.0,38,38,9,7,114.7,0,1,1,0,1,18,9,6,10.833333333333334,8,6,12.0,11.1,0.6,2.02,0
3889,1,2,9556,130.0,1,38,3,8,119.5,1,0,1,0,1,21,7,7,12.242857142857144,8,8,14.125,15.5,2.8,-4.06,0
3892,1,3,9147,143.0,1,1,5,7,133.2,1,0,1,0,1,18,11,4,14.25,7,4,12.5,12.7,3.7,-1.7,0
3895,1,1,9500,140.0,38,37,9,7,130.0,1,0,1,1,1,18,7,6,13.183333333333332,7,6,13.183333333333332,7.6,2.6,0.32,0
3897,17,1,9500,134.0,38,1,9,6,133.5,1,0,1,1,1,20,8,7,11.9725,8,8,12.65125,15.5,2.8,-4.06,0
3900,1,3,9500,142.0,37,38,9,9,137.3,1,0,1,0,1,22,7,6,13.9,7,6,13.9,7.6,2.6,0.32,0
3906,1,2,9500,124.0,37,37,9,9,116.0,1,0,1,0,1,21,8,7,13.957142857142856,8,7,13.957142857142856,12.7,3.7,-1.7,0
3912,1,4,9254,105.0,1,19,9,6,106.1,1,0,1,0,0,20,8,5,11.0,9,5,11.4,13.9,-0.3,0.79,0
3915,1,1,9147,138.0,37,37,9,6,145.0,1,0,1,0,0,18,6,5,13.0,5,5,14.0,7.6,2.6,0.32,0
3917,1,1,9853,135.0,19,12,9,7,137.1,1,0,1,0,0,18,6,6,13.333333333333334,7,6,12.333333333333334,7.6,2.6,0.32,0
3919,17,1,9500,121.0,1,1,4,3,120.5,1,0,1,0,0,21,8,7,12.91,8,7,12.91,10.8,1.4,1.74,0
3921,17,4,9500,132.0,38,19,5,7,125.5,0,0,1,0,1,19,8,6,13.579999999999998,8,8,12.93625,15.5,2.8,-4.06,0
3922,1,1,9238,128.0,19,19,5,5,124.5,1,0,1,0,1,18,10,4,12.4,8,6,12.5,12.4,0.5,1.79,0
3927,1,2,9773,130.0,38,37,5,3,122.3,1,1,0,0,0,18,8,6,14.142857142857142,6,5,12.0,13.9,-0.3,0.79,1
3930,1,1,9773,151.0,1,1,5,9,146.5,0,0,1,0,1,18,6,6,13.333333333333334,6,6,14.166666666666666,12.7,3.7,-1.7,0
3931,1,1,9130,132.0,3,1,4,9,121.9,1,0,1,0,0,18,8,6,14.5,9,6,12.857142857142858,13.9,-0.3,0.79,0
3938,1,2,9500,138.0,19,1,5,5,128.0,1,0,1,0,0,19,7,7,14.20857142857143,9,8,15.127777777777778,11.1,0.6,2.02,0
3939,1,5,9500,118.0,3,1,5,10,113.5,1,0,1,0,0,20,7,7,14.30714285714286,8,8,15.0125,12.4,0.5,1.79,0
3942,17,3,9238,141.0,3,3,2,2,124.9,1,0,1,0,0,19,10,6,12.0,12,4,11.0,12.7,3.7,-1.7,0
3945,17,1,9773,115.0,37,37,9,8,116.1,1,0,1,0,1,18,7,6,13.857142857142858,7,6,14.285714285714286,13.9,-0.3,0.79,0
3950,18,1,9085,153.0,37,37,9,9,138.0,1,0,1,0,1,21,7,6,13.5,6,3,15.333333333333334,8.9,1.4,3.51,1
3952,1,6,9500,144.0,1,19,9,4,130.8,1,0,1,0,1,19,8,7,14.214285714285714,8,7,14.214285714285714,12.7,3.7,-1.7,0
3953,1,1,9085,130.0,37,11,90,90,122.6,0,0,1,0,0,18,5,5,13.0,5,5,12.4,7.6,2.6,0.32,0
3958,17,4,9500,133.0,19,19,3,10,131.1,1,0,1,0,0,18,7,7,13.971428571428572,8,8,15.75,13.9,-0.3,0.79,0
3959,1,1,9085,154.0,38,37,4,4,141.4,0,0,1,0,1,19,8,6,15.0,9,6,14.857142857142858,11.1,0.6,2.02,0
3962,17,3,9500,132.0,37,37,4,3,127.3,1,0,1,0,0,20,7,6,13.383333333333333,7,6,13.383333333333333,7.6,2.6,0.32,0
3970,1,1,9070,131.0,37,37,3,3,131.7,1,0,1,0,0,20,6,6,12.166666666666666,7,5,13.8,12.7,3.7,-1.7,0
3971,1,1,9500,114.0,19,38,5,3,112.6,1,0,1,0,0,19,10,6,11.85,10,7,13.65,16.2,0.3,-0.92,0
3973,43,3,9500,140.0,1,19,9,7,127.5,1,1,1,0,1,20,9,7,12.327777777777778,10,8,11.736,15.5,2.8,-4.06,0
3975,17,4,9500,121.0,37,37,5,5,118.9,1,0,1,0,0,21,7,7,14.428571428571429,9,8,14.511111111111113,16.2,0.3,-0.92,0
3976,1,4,9500,130.0,19,19,9,7,119.9,1,0,1,0,0,18,7,7,13.78,8,8,12.6125,12.4,0.5,1.79,0
3977,17,2,9500,141.0,37,1,9,4,127.3,1,0,1,0,1,19,7,6,13.8,7,6,13.8,7.6,2.6,0.32,0
3978,1,1,9853,131.0,19,19,3,7,127.9,1,0,1,0,1,18,7,7,14.857142857142858,7,7,15.142857142857142,13.9,-0.3,0.79,0
3980,17,6,9238,117.0,1,38,4,7,114.6,0,0,1,0,1,18,7,6,12.142857142857142,6,6,13.333333333333334,13.9,-0.3,0.79,0
3981,1,2,9085,151.0,40,4,2,2,144.5,1,0,1,0,0,18,7,6,15.666666666666666,6,6,14.833333333333334,8.9,1.4,3.51,0
3983,17,1,9238,145.0,38,38,9,7,145.0,0,0,1,0,1,19,7,6,12.833333333333334,6,6,13.166666666666666,12.4,0.5,1.79,0
3985,17,1,9070,119.0,37,38,9,8,124.6,1,0,1,0,0,20,6,6,12.5,6,6,12.666666666666666,7.6,2.6,0.32,0
3987,1,2,9500,155.0,1,1,4,3,140.5,1,0,1,0,0,18,7,6,15.25,7,6,15.25,7.6,2.6,0.32,0
3991,1,1,9853,114.0,19,37,5,5,109.5,1,0,1,0,0,19,10,4,10.5,7,2,10.5,16.2,0.3,-0.92,1
3992,17,1,9238,137.0,38,19,152,171,131.1,1,0,1,0,1,18,8,6,12.833333333333334,6,6,12.166666666666666,8.9,1.4,3.51,0
3993,1,3,9773,161.0,37,37,9,9,137.9,0,1,0,0,1,20,6,6,12.5,7,5,11.8,10.8,1.4,1.74,0
3999,17,6,9500,147.0,1,38,4,8,141.1,1,0,1,0,0,20,9,6,13.0,8,8,14.2125,13.9,-0.3,0.79,1
4003,1,1,9500,141.0,37,37,9,9,136.3,1,0,1,1,1,18,7,6,13.516666666666666,7,6,13.516666666666666,7.6,2.6,0.32,0
4004,1,2,9070,128.0,37,37,9,9,123.5,1,0,1,1,1,21,6,6,13.166666666666666,8,6,13.285714285714286,8.9,1.4,3.51,0
4014,17,1,9500,140.0,19,38,7,7,136.5,1,0,1,0,1,18,7,7,14.838571428571427,9,8,14.8,12.4,0.5,1.79,0
4018,17,2,9254,132.0,38,38,9,8,122.6,1,0,1,0,1,20,6,6,13.166666666666666,6,6,14.0,13.9,-0.3,0.79,0
4022,18,1,9147,160.0,19,19,5,8,137.6,1,0,1,0,1,19,6,5,12.6,8,5,11.25,10.8,1.4,1.74,0
4027,1,6,9500,139.0,19,38,4,9,128.5,1,0,1,0,0,19,10,6,13.066666666666668,10,6,13.066666666666668,12.7,3.7,-1.7,1
4028,1,1,9070,136.0,1,38,4,5,132.2,0,1,1,0,0,19,6,6,13.833333333333334,8,6,13.875,10.8,1.4,1.74,0
4030,17,1,9130,145.0,38,37,9,7,129.3,1,0,1,0,0,19,5,5,11.8,5,5,13.2,10.8,1.4,1.74,0
4038,1,3,9085,158.0,1,19,9,9,153.6,1,0,1,0,1,18,7,6,15.666666666666666,8,6,15.285714285714286,8.9,1.4,3.51,0
4039,1,1,9853,122.0,3,19,2,3,112.9,0,0,1,0,0,18,9,7,11.857142857142858,7,7,11.857142857142858,16.2,0.3,-0.92,0
4041,17,1,9238,136.0,38,1,9,4,129.7,0,0,1,0,0,19,6,6,12.166666666666666,7,6,13.714285714285714,15.5,2.8,-4.06,0
4042,1,1,9773,111.0,19,19,9,9,110.0,1,0,1,0,0,18,6,5,12.6,8,6,12.0,11.1,0.6,2.02,0
4044,17,1,9238,133.1,38,38,191,193,146.0,0,1,1,0,1,19,6,6,12.666666666666666,7,6,13.0,8.9,1.4,3.51,0
4046,1,1,9254,140.0,19,1,9,8,140.9,1,0,1,0,1,18,7,6,12.857142857142858,10,4,13.0,12.7,3.7,-1.7,0
4047,1,1,9500,156.0,1,1,9,10,135.5,0,0,1,0,0,18,8,7,13.9,8,7,13.9,12.7,3.7,-1.7,0
4048,1,1,9500,132.0,38,37,9,7,122.0,1,0,1,0,1,20,8,7,13.817142857142857,8,7,13.817142857142857,10.8,1.4,1.74,0
4051,17,4,9254,113.0,38,19,7,7,107.4,1,0,1,0,1,19,6,6,12.166666666666666,6,6,12.166666666666666,12.4,0.5,1.79,0
4054,1,2,9773,135.0,37,37,5,5,126.3,1,0,1,0,1,20,6,6,14.666666666666666,7,6,14.571428571428571,8.9,1.4,3.51,0
4060,5,1,9130,157.0,5,43,2,2,149.7,1,0,1,0,0,18,6,6,15.0,6,6,14.833333333333334,8.9,1.4,3.51,0
4061,43,1,9130,140.0,2,1,2,3,140.0,1,0,1,0,0,22,11,4,12.25,9,5,13.285714285714286,12.7,3.7,-1.7,0
4066,1,1,9556,118.0,19,38,9,9,116.3,1,0,1,0,1,20,10,7,11.88888888888889,10,8,11.95625,12.7,3.7,-1.7,0
4069,17,2,9238,139.0,2,3,3,3,132.7,1,0,1,0,0,19,7,6,11.166666666666666,9,6,11.666666666666666,9.4,-0.8,-3.12,0
4070,18,1,9500,136.0,3,3,3,3,130.8,0,0,1,0,0,18,7,7,14.05714285714286,9,8,14.6,16.2,0.3,-0.92,0
4073,17,1,9238,133.0,19,19,5,7,123.6,0,0,1,0,1,19,7,6,13.5,7,6,14.0,15.5,2.8,-4.06,0
4074,18,1,9500,143.0,38,37,4,9,116.5,1,0,1,0,1,20,10,7,12.625,8,8,13.0625,15.5,2.8,-4.06,0
